Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch),Company_ID,Company,Company_real,Computation,Appearance
CyberBank POZ 2470,2004-01-01,2004.0,370,0.031220435,0.001047635,0.099589413,0.129496403,0.056910569,0.142857143,0.174624829,0.329918033,0.077613855,0.029655483,0.029956897,0.17617365,61.0,Krome,HTC,0.07700778324999999,0.12137915149999999
CyberBank POZ 2470,2004-01-01,2004.0,370,0.031220435,0.001047635,0.099589413,0.129496403,0.056910569,0.142857143,0.174624829,0.329918033,0.077613855,0.029655483,0.029956897,0.17617365,61.0,Lobster,HTC,0.07700778324999999,0.12137915149999999
CyberBank POZ 2470,2004-01-01,2004.0,370,0.031220435,0.001047635,0.099589413,0.129496403,0.056910569,0.142857143,0.174624829,0.329918033,0.077613855,0.029655483,0.029956897,0.17617365,61.0,Mobile,HTC,0.07700778324999999,0.12137915149999999
CyberBank POZ 2470,2004-01-01,2004.0,370,0.031220435,0.001047635,0.099589413,0.129496403,0.056910569,0.142857143,0.174624829,0.329918033,0.077613855,0.029655483,0.029956897,0.17617365,61.0,Qtek,HTC,0.07700778324999999,0.12137915149999999
CyberBank POZ 2470,2004-01-01,2004.0,370,0.031220435,0.001047635,0.099589413,0.129496403,0.056910569,0.142857143,0.174624829,0.329918033,0.077613855,0.029655483,0.029956897,0.17617365,61.0,Swisscom,HTC,0.07700778324999999,0.12137915149999999
CyberBank POZ 2470,2004-01-01,2004.0,370,0.031220435,0.001047635,0.099589413,0.129496403,0.056910569,0.142857143,0.174624829,0.329918033,0.077613855,0.029655483,0.029956897,0.17617365,61.0,Telstra,HTC,0.07700778324999999,0.12137915149999999
CyberBank POZ 2470,2004-01-01,2004.0,370,0.031220435,0.001047635,0.099589413,0.129496403,0.056910569,0.142857143,0.174624829,0.329918033,0.077613855,0.029655483,0.029956897,0.17617365,61.0,Trium,HTC,0.07700778324999999,0.12137915149999999
CyberBank POZ 2470,2004-01-01,2004.0,370,0.031220435,0.001047635,0.099589413,0.129496403,0.056910569,0.142857143,0.174624829,0.329918033,0.077613855,0.029655483,0.029956897,0.17617365,61.0,Typhoon,HTC,0.07700778324999999,0.12137915149999999
CyberBank POZ 2470,2004-01-01,2004.0,370,0.031220435,0.001047635,0.099589413,0.129496403,0.056910569,0.142857143,0.174624829,0.329918033,0.077613855,0.029655483,0.029956897,0.17617365,61.0,UTStarcom,HTC,0.07700778324999999,0.12137915149999999
Dopod 535 (HTC Voyager),2004-01-01,2004.0,371,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897,61.0,Audiovox,HTC,0.074630348,0.090781303875
Dopod 535 (HTC Voyager),2004-01-01,2004.0,371,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897,61.0,Bell,HTC,0.074630348,0.090781303875
Dopod 535 (HTC Voyager),2004-01-01,2004.0,371,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897,61.0,Cingular,HTC,0.074630348,0.090781303875
Dopod 535 (HTC Voyager),2004-01-01,2004.0,371,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897,61.0,CyberBank,HTC,0.074630348,0.090781303875
Dopod 535 (HTC Voyager),2004-01-01,2004.0,371,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897,61.0,Daxian,HTC,0.074630348,0.090781303875
Dopod 535 (HTC Voyager),2004-01-01,2004.0,371,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897,61.0,Dopod,HTC,0.074630348,0.090781303875
Dopod 535 (HTC Voyager),2004-01-01,2004.0,371,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897,61.0,Grundig,HTC,0.074630348,0.090781303875
Dopod 535 (HTC Voyager),2004-01-01,2004.0,371,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897,61.0,HTC,HTC,0.074630348,0.090781303875
Dopod 535 (HTC Voyager),2004-01-01,2004.0,371,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897,61.0,Krome,HTC,0.074630348,0.090781303875
Dopod 535 (HTC Voyager),2004-01-01,2004.0,371,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897,61.0,Lobster,HTC,0.074630348,0.090781303875
Dopod 535 (HTC Voyager),2004-01-01,2004.0,371,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897,61.0,Mobile,HTC,0.074630348,0.090781303875
Dopod 535 (HTC Voyager),2004-01-01,2004.0,371,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897,61.0,Qtek,HTC,0.074630348,0.090781303875
Dopod 535 (HTC Voyager),2004-01-01,2004.0,371,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897,61.0,Swisscom,HTC,0.074630348,0.090781303875
Dopod 535 (HTC Voyager),2004-01-01,2004.0,371,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897,61.0,Telstra,HTC,0.074630348,0.090781303875
Dopod 535 (HTC Voyager),2004-01-01,2004.0,371,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897,61.0,Trium,HTC,0.074630348,0.090781303875
Dopod 535 (HTC Voyager),2004-01-01,2004.0,371,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897,61.0,Typhoon,HTC,0.074630348,0.090781303875
Dopod 535 (HTC Voyager),2004-01-01,2004.0,371,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.118963165,0.292622951,0.117382938,0.02207567,0.015086207,0.216304897,61.0,UTStarcom,HTC,0.074630348,0.090781303875
Krome Navigator F1 (HTC Himalaya),2004-01-01,2004.0,372,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Audiovox,HTC,0.109831927,0.12115508699999998
Krome Navigator F1 (HTC Himalaya),2004-01-01,2004.0,372,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Bell,HTC,0.109831927,0.12115508699999998
Krome Navigator F1 (HTC Himalaya),2004-01-01,2004.0,372,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Cingular,HTC,0.109831927,0.12115508699999998
Krome Navigator F1 (HTC Himalaya),2004-01-01,2004.0,372,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,CyberBank,HTC,0.109831927,0.12115508699999998
Krome Navigator F1 (HTC Himalaya),2004-01-01,2004.0,372,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Daxian,HTC,0.109831927,0.12115508699999998
Krome Navigator F1 (HTC Himalaya),2004-01-01,2004.0,372,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Dopod,HTC,0.109831927,0.12115508699999998
Krome Navigator F1 (HTC Himalaya),2004-01-01,2004.0,372,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Grundig,HTC,0.109831927,0.12115508699999998
Krome Navigator F1 (HTC Himalaya),2004-01-01,2004.0,372,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,HTC,HTC,0.109831927,0.12115508699999998
Krome Navigator F1 (HTC Himalaya),2004-01-01,2004.0,372,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Krome,HTC,0.109831927,0.12115508699999998
Krome Navigator F1 (HTC Himalaya),2004-01-01,2004.0,372,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Lobster,HTC,0.109831927,0.12115508699999998
Krome Navigator F1 (HTC Himalaya),2004-01-01,2004.0,372,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Mobile,HTC,0.109831927,0.12115508699999998
Krome Navigator F1 (HTC Himalaya),2004-01-01,2004.0,372,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Qtek,HTC,0.109831927,0.12115508699999998
Krome Navigator F1 (HTC Himalaya),2004-01-01,2004.0,372,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Swisscom,HTC,0.109831927,0.12115508699999998
Krome Navigator F1 (HTC Himalaya),2004-01-01,2004.0,372,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Telstra,HTC,0.109831927,0.12115508699999998
Krome Navigator F1 (HTC Himalaya),2004-01-01,2004.0,372,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Trium,HTC,0.109831927,0.12115508699999998
Krome Navigator F1 (HTC Himalaya),2004-01-01,2004.0,372,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Typhoon,HTC,0.109831927,0.12115508699999998
Krome Navigator F1 (HTC Himalaya),2004-01-01,2004.0,372,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,UTStarcom,HTC,0.109831927,0.12115508699999998
Medion MDPPC 150 (MD95459),2004-01-01,2004.0,373,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.259016393,0.065426555,0.017814701,0.01875,0.17617365,84.0,Getac,MiTAC International Corp,0.08938240324999999,0.10780511650000002
Medion MDPPC 150 (MD95459),2004-01-01,2004.0,373,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.259016393,0.065426555,0.017814701,0.01875,0.17617365,84.0,Medion,MiTAC International Corp,0.08938240324999999,0.10780511650000002
Medion MDPPC 150 (MD95459),2004-01-01,2004.0,373,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.259016393,0.065426555,0.017814701,0.01875,0.17617365,84.0,Mio,MiTAC International Corp,0.08938240324999999,0.10780511650000002
Medion MDPPC 150 (MD95459),2004-01-01,2004.0,373,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.259016393,0.065426555,0.017814701,0.01875,0.17617365,84.0,MiTAC,MiTAC International Corp,0.08938240324999999,0.10780511650000002
Medion MDPPC 150 (MD95459),2004-01-01,2004.0,373,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.259016393,0.065426555,0.017814701,0.01875,0.17617365,84.0,Sagem,MiTAC International Corp,0.08938240324999999,0.10780511650000002
Medion MDPPC 150 (MD95459),2004-01-01,2004.0,373,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.259016393,0.065426555,0.017814701,0.01875,0.17617365,84.0,Yakumo,MiTAC International Corp,0.08938240324999999,0.10780511650000002
MiTAC Mio 336 Digi-Walker,2004-01-01,2004.0,374,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.259016393,0.046183451,0.012804317,0.0125,0.17617365,84.0,Getac,MiTAC International Corp,0.08938240324999999,0.10399218049999999
MiTAC Mio 336 Digi-Walker,2004-01-01,2004.0,374,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.259016393,0.046183451,0.012804317,0.0125,0.17617365,84.0,Medion,MiTAC International Corp,0.08938240324999999,0.10399218049999999
MiTAC Mio 336 Digi-Walker,2004-01-01,2004.0,374,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.259016393,0.046183451,0.012804317,0.0125,0.17617365,84.0,Mio,MiTAC International Corp,0.08938240324999999,0.10399218049999999
MiTAC Mio 336 Digi-Walker,2004-01-01,2004.0,374,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.259016393,0.046183451,0.012804317,0.0125,0.17617365,84.0,MiTAC,MiTAC International Corp,0.08938240324999999,0.10399218049999999
MiTAC Mio 336 Digi-Walker,2004-01-01,2004.0,374,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.259016393,0.046183451,0.012804317,0.0125,0.17617365,84.0,Sagem,MiTAC International Corp,0.08938240324999999,0.10399218049999999
MiTAC Mio 336 Digi-Walker,2004-01-01,2004.0,374,0.031220435,0.000523305,0.149612223,0.129496403,0.056910569,0.142857143,0.172169168,0.259016393,0.046183451,0.012804317,0.0125,0.17617365,84.0,Yakumo,MiTAC International Corp,0.08938240324999999,0.10399218049999999
Qtek 2020 (HTC Himalaya),2004-01-01,2004.0,375,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Audiovox,HTC,0.109831927,0.12115508699999998
Qtek 2020 (HTC Himalaya),2004-01-01,2004.0,375,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Bell,HTC,0.109831927,0.12115508699999998
Qtek 2020 (HTC Himalaya),2004-01-01,2004.0,375,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Cingular,HTC,0.109831927,0.12115508699999998
Qtek 2020 (HTC Himalaya),2004-01-01,2004.0,375,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,CyberBank,HTC,0.109831927,0.12115508699999998
Qtek 2020 (HTC Himalaya),2004-01-01,2004.0,375,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Daxian,HTC,0.109831927,0.12115508699999998
Qtek 2020 (HTC Himalaya),2004-01-01,2004.0,375,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Dopod,HTC,0.109831927,0.12115508699999998
Qtek 2020 (HTC Himalaya),2004-01-01,2004.0,375,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Grundig,HTC,0.109831927,0.12115508699999998
Qtek 2020 (HTC Himalaya),2004-01-01,2004.0,375,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,HTC,HTC,0.109831927,0.12115508699999998
Qtek 2020 (HTC Himalaya),2004-01-01,2004.0,375,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Krome,HTC,0.109831927,0.12115508699999998
Qtek 2020 (HTC Himalaya),2004-01-01,2004.0,375,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Lobster,HTC,0.109831927,0.12115508699999998
Qtek 2020 (HTC Himalaya),2004-01-01,2004.0,375,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Mobile,HTC,0.109831927,0.12115508699999998
Qtek 2020 (HTC Himalaya),2004-01-01,2004.0,375,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Qtek,HTC,0.109831927,0.12115508699999998
Qtek 2020 (HTC Himalaya),2004-01-01,2004.0,375,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Swisscom,HTC,0.109831927,0.12115508699999998
Qtek 2020 (HTC Himalaya),2004-01-01,2004.0,375,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Telstra,HTC,0.109831927,0.12115508699999998
Qtek 2020 (HTC Himalaya),2004-01-01,2004.0,375,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Trium,HTC,0.109831927,0.12115508699999998
Qtek 2020 (HTC Himalaya),2004-01-01,2004.0,375,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,Typhoon,HTC,0.109831927,0.12115508699999998
Qtek 2020 (HTC Himalaya),2004-01-01,2004.0,375,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.172987722,0.329918033,0.08274535,0.027385821,0.026939655,0.17617365,61.0,UTStarcom,HTC,0.109831927,0.12115508699999998
Qtek 8060 (HTC Voyager),2004-01-01,2004.0,376,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.117053206,0.292622951,0.113534317,0.020876603,0.015086207,0.216304897,61.0,Audiovox,HTC,0.074630348,0.08991159800000001
Qtek 8060 (HTC Voyager),2004-01-01,2004.0,376,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.117053206,0.292622951,0.113534317,0.020876603,0.015086207,0.216304897,61.0,Bell,HTC,0.074630348,0.08991159800000001
Qtek 8060 (HTC Voyager),2004-01-01,2004.0,376,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.117053206,0.292622951,0.113534317,0.020876603,0.015086207,0.216304897,61.0,Cingular,HTC,0.074630348,0.08991159800000001
Qtek 8060 (HTC Voyager),2004-01-01,2004.0,376,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.117053206,0.292622951,0.113534317,0.020876603,0.015086207,0.216304897,61.0,CyberBank,HTC,0.074630348,0.08991159800000001
Qtek 8060 (HTC Voyager),2004-01-01,2004.0,376,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.117053206,0.292622951,0.113534317,0.020876603,0.015086207,0.216304897,61.0,Daxian,HTC,0.074630348,0.08991159800000001
Qtek 8060 (HTC Voyager),2004-01-01,2004.0,376,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.117053206,0.292622951,0.113534317,0.020876603,0.015086207,0.216304897,61.0,Dopod,HTC,0.074630348,0.08991159800000001
Qtek 8060 (HTC Voyager),2004-01-01,2004.0,376,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.117053206,0.292622951,0.113534317,0.020876603,0.015086207,0.216304897,61.0,Grundig,HTC,0.074630348,0.08991159800000001
Qtek 8060 (HTC Voyager),2004-01-01,2004.0,376,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.117053206,0.292622951,0.113534317,0.020876603,0.015086207,0.216304897,61.0,HTC,HTC,0.074630348,0.08991159800000001
Qtek 8060 (HTC Voyager),2004-01-01,2004.0,376,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.117053206,0.292622951,0.113534317,0.020876603,0.015086207,0.216304897,61.0,Krome,HTC,0.074630348,0.08991159800000001
Qtek 8060 (HTC Voyager),2004-01-01,2004.0,376,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.117053206,0.292622951,0.113534317,0.020876603,0.015086207,0.216304897,61.0,Lobster,HTC,0.074630348,0.08991159800000001
Qtek 8060 (HTC Voyager),2004-01-01,2004.0,376,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.117053206,0.292622951,0.113534317,0.020876603,0.015086207,0.216304897,61.0,Mobile,HTC,0.074630348,0.08991159800000001
Qtek 8060 (HTC Voyager),2004-01-01,2004.0,376,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.117053206,0.292622951,0.113534317,0.020876603,0.015086207,0.216304897,61.0,Qtek,HTC,0.074630348,0.08991159800000001
Qtek 8060 (HTC Voyager),2004-01-01,2004.0,376,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.117053206,0.292622951,0.113534317,0.020876603,0.015086207,0.216304897,61.0,Swisscom,HTC,0.074630348,0.08991159800000001
Qtek 8060 (HTC Voyager),2004-01-01,2004.0,376,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.117053206,0.292622951,0.113534317,0.020876603,0.015086207,0.216304897,61.0,Telstra,HTC,0.074630348,0.08991159800000001
Qtek 8060 (HTC Voyager),2004-01-01,2004.0,376,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.117053206,0.292622951,0.113534317,0.020876603,0.015086207,0.216304897,61.0,Trium,HTC,0.074630348,0.08991159800000001
Qtek 8060 (HTC Voyager),2004-01-01,2004.0,376,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.117053206,0.292622951,0.113534317,0.020876603,0.015086207,0.216304897,61.0,Typhoon,HTC,0.074630348,0.08991159800000001
Qtek 8060 (HTC Voyager),2004-01-01,2004.0,376,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.117053206,0.292622951,0.113534317,0.020876603,0.015086207,0.216304897,61.0,UTStarcom,HTC,0.074630348,0.08991159800000001
RoverPC P7,2004-01-01,2004.0,377,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.178717599,0.307377049,0.059012187,0.019806008,0.023706897,0.17617365,111.0,RoverPC,RoverComputers,0.1020191885,0.114735481875
Sony Ericsson P900 (SE Linn),2004-01-01,2004.0,378,0.00778222,0.00078547,0.077579376,0.09352518,0.043902439,0.142857143,0.137789905,0.270491803,0.114175754,0.0241098,0.017241379,0.207723372,other,other,other,0.0734676095,0.10551167537499999
Toshiba e800w,2004-01-01,2004.0,379,0.062471389,0.001047635,0.199635034,0.165467626,0.154471545,0.301587302,0.190177353,0.350819672,0.067992303,0.027235938,0.029741379,0.390711762,136.0,Toshiba,Toshiba Corporation,0.163466455,0.16093663975000003
Typhoon MyGuide 2500,2004-01-01,2004.0,380,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.336971351,0.118852459,0.076330981,0.035158341,0.021551724,0.17617365,61.0,Audiovox,HTC,0.0851304645,0.114766121375
Typhoon MyGuide 2500,2004-01-01,2004.0,380,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.336971351,0.118852459,0.076330981,0.035158341,0.021551724,0.17617365,61.0,Bell,HTC,0.0851304645,0.114766121375
Typhoon MyGuide 2500,2004-01-01,2004.0,380,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.336971351,0.118852459,0.076330981,0.035158341,0.021551724,0.17617365,61.0,Cingular,HTC,0.0851304645,0.114766121375
Typhoon MyGuide 2500,2004-01-01,2004.0,380,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.336971351,0.118852459,0.076330981,0.035158341,0.021551724,0.17617365,61.0,CyberBank,HTC,0.0851304645,0.114766121375
Typhoon MyGuide 2500,2004-01-01,2004.0,380,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.336971351,0.118852459,0.076330981,0.035158341,0.021551724,0.17617365,61.0,Daxian,HTC,0.0851304645,0.114766121375
Typhoon MyGuide 2500,2004-01-01,2004.0,380,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.336971351,0.118852459,0.076330981,0.035158341,0.021551724,0.17617365,61.0,Dopod,HTC,0.0851304645,0.114766121375
Typhoon MyGuide 2500,2004-01-01,2004.0,380,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.336971351,0.118852459,0.076330981,0.035158341,0.021551724,0.17617365,61.0,Grundig,HTC,0.0851304645,0.114766121375
Typhoon MyGuide 2500,2004-01-01,2004.0,380,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.336971351,0.118852459,0.076330981,0.035158341,0.021551724,0.17617365,61.0,HTC,HTC,0.0851304645,0.114766121375
Typhoon MyGuide 2500,2004-01-01,2004.0,380,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.336971351,0.118852459,0.076330981,0.035158341,0.021551724,0.17617365,61.0,Krome,HTC,0.0851304645,0.114766121375
Typhoon MyGuide 2500,2004-01-01,2004.0,380,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.336971351,0.118852459,0.076330981,0.035158341,0.021551724,0.17617365,61.0,Lobster,HTC,0.0851304645,0.114766121375
Typhoon MyGuide 2500,2004-01-01,2004.0,380,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.336971351,0.118852459,0.076330981,0.035158341,0.021551724,0.17617365,61.0,Mobile,HTC,0.0851304645,0.114766121375
Typhoon MyGuide 2500,2004-01-01,2004.0,380,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.336971351,0.118852459,0.076330981,0.035158341,0.021551724,0.17617365,61.0,Qtek,HTC,0.0851304645,0.114766121375
Typhoon MyGuide 2500,2004-01-01,2004.0,380,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.336971351,0.118852459,0.076330981,0.035158341,0.021551724,0.17617365,61.0,Swisscom,HTC,0.0851304645,0.114766121375
